,SampleID,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
28,barcode01,barcode01_contig_1,1894796,1895188,+,sicP,1-393/393,===============,0/0,100.0,99.75,vfdb,NP_461800,(sicP) chaparone for SptP [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
29,barcode01,barcode01_contig_1,1895175,1896806,+,sptP,1-1632/1632,===============,0/0,100.0,99.75,vfdb,NP_461799,(sptP) type III secretion system effector SptP tyrosine phosphatase and GTPase-activating protein [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
30,barcode01,barcode01_contig_1,1901357,1902536,+,prgH,1-1179/1179,========/======,1/1,100.0,99.49,vfdb,NP_461795,(prgH) type III secretion system outer MS ring protein PrgH [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
31,barcode01,barcode01_contig_1,1902561,1902803,+,prgI,1-243/243,===============,0/0,100.0,100.0,vfdb,NP_461794,(prgI) type III secretion system needle filament protein PrgI [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
32,barcode01,barcode01_contig_1,1902822,1903127,+,prgJ,1-306/306,===============,0/0,100.0,100.0,vfdb,NP_461793,(prgJ) type III secretion system inner rod protein PrgJ [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
33,barcode01,barcode01_contig_1,1903124,1903883,+,prgK,1-759/759,========/======,1/1,100.0,99.74,vfdb,NP_461792,(prgK) type III secretion system inner MS ring protein PrgK [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
34,barcode01,barcode01_contig_1,1903855,1904454,+,orgA,1-600/600,===============,0/0,100.0,100.0,vfdb,NP_461791,(orgA) type III secretion system accessory cytosolic protein OrgA [SPI-1 encoded T3SS (SS010)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
35,barcode01,barcode01_contig_1,1904411,1905091,+,orgB,1-681/681,===============,0/0,100.0,99.71,vfdb,NP_461790,(orgB) type III secretion system stator OrgB [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
36,barcode01,barcode01_contig_1,1905088,1905540,+,orgC,1-453/453,===============,0/0,100.0,99.56,vfdb,NP_461789,(orgC) type III secretion system effector OrgC [SPI-1 encoded T3SS (SS010)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
37,barcode01,barcode01_contig_1,1908072,1908980,+,avrA,1-909/909,===============,0/0,100.0,99.56,vfdb,NP_461786,(avrA) type III secretion system effector AvrA acetyltransferease [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
38,barcode01,barcode01_contig_1,1988133,1989029,-,mig-14,1-897/897,===============,0/0,100.0,99.11,vfdb,NP_461708,(mig-14) antimicrobial peptide resistance protein Mig-14 [Mig-14 (VF0395)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
39,barcode01,barcode01_contig_1,1990770,1991822,+,pipB2,1-1053/1053,===============,0/0,100.0,98.1,vfdb,NP_461706,(pipB2) type III secretion system effector PipB3 [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
40,barcode01,barcode01_contig_1,2192915,2195107,+,sinH,1-2193/2193,===============,0/0,100.0,99.82,vfdb,NP_461452,(sinH) intimin-like protein [SinH (VF0400)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
41,barcode01,barcode01_contig_1,2202013,2209321,+,ratB,1-7308/7308,========/======,1/1,100.0,98.92,vfdb,NP_461449,(ratB) putative outer membrane protein [RatB (VF0399)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
42,barcode01,barcode01_contig_1,2210015,2215121,+,shdA,1-5098/6120,========/====..,1/9,83.3,92.93,vfdb,NP_461448,(shdA) AIDA autotransporter-like protein [ShdA (VF0398)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
43,barcode01,barcode01_contig_1,2502735,2503689,-,sseL,1-954/954,========/======,1/1,100.0,96.55,vfdb,NP_461229,(sseL) type III secretion system effector SseL deubiquitinase [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
44,barcode01,barcode01_contig_1,2555218,2557585,+,sspH2,1-2367/2367,========/======,1/1,100.0,99.83,vfdb,NP_461184,(sspH2) type III secretion system effector SspH2 E3 ubiquitin ligase [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
45,barcode01,barcode01_contig_1,2656497,2657543,-,sseK2,1-1047/1047,===============,0/0,100.0,98.47,vfdb,NP_461081,(sseK2) type III secretion system effector SseK2 [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
46,barcode01,barcode01_contig_1,2758037,2760385,-,sopA,1-2349/2349,===============,0/0,100.0,99.4,vfdb,NP_461011,(sopA) type III secretion system effector SopA E3 ubiquitin ligase [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
47,barcode01,barcode01_contig_1,2977947,2978670,+,sopE2,1-723/723,========/======,1/1,100.0,99.59,vfdb,NP_460811,(sopE2) type III secretion system effector SopE2 guanine nucleotide exchange factor [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
48,barcode01,barcode01_contig_1,3139015,3140388,+,steC,1-1374/1374,===============,0/0,100.0,98.4,vfdb,NP_460656,(steC) type III secretion system effector SteC [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
49,barcode01,barcode01_contig_1,3208042,3209269,-,sseJ,1-1227/1227,========/======,1/1,100.0,99.76,vfdb,NP_460590,(sseJ) type III secretion system effector SseJ glycerophospholipid:cholesterol acyltransferase [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
50,barcode01,barcode01_contig_1,3210540,3210945,-,steB,1-402/402,========/======,1/4,100.0,99.02,vfdb,AAL20547,(steB) type III secretion system effector SteB [SPI-1 encoded T3SS (SS010)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
51,barcode01,barcode01_contig_1,3237438,3238388,-,sifB,1-951/951,===============,0/0,100.0,99.47,vfdb,NP_460561,(sifB) type III secretion system effector SifB [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
52,barcode01,barcode01_contig_1,3260424,3261057,+,steA,1-633/633,========/======,1/1,100.0,94.8,vfdb,NP_460542,(steA) type III secretion system effector SteA [SPI-1 encoded T3SS (SS010)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
53,barcode01,barcode01_contig_1,3426431,3427490,-,ssaU,1-1059/1059,========/======,1/1,100.0,99.25,vfdb,NP_460387,(ssaU) type III secretion system export apparatus switch protein SsaU [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
54,barcode01,barcode01_contig_1,3427487,3428266,-,ssaT,1-780/780,===============,0/0,100.0,98.59,vfdb,NP_460386,(ssaT) type III secretion system minor export apparatus protein SsaT [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
55,barcode01,barcode01_contig_1,3428267,3428533,-,ssaS,1-267/267,===============,0/0,100.0,99.62,vfdb,NP_460385,(ssaS) type III secretion system minor export apparatus protein SsaS [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
56,barcode01,barcode01_contig_1,3428530,3429178,-,ssaR,1-648/648,========/======,1/1,100.0,98.77,vfdb,NP_460384,(ssaR) type III secretion system minor export apparatus protein SsaR [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
57,barcode01,barcode01_contig_1,3429246,3430214,-,ssaQ,1-969/969,===============,0/0,100.0,98.56,vfdb,NP_460383,(ssaQ) type III secretion system C ring protein SsaQ [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
58,barcode01,barcode01_contig_1,3430195,3430569,-,ssaP,1-375/375,===============,0/0,100.0,99.73,vfdb,NP_460382,(ssaP) type III secretion system needle length regulator SsaP [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
59,barcode01,barcode01_contig_1,3430550,3430927,-,ssaO,1-378/378,===============,0/0,100.0,100.0,vfdb,NP_460381,(ssaO) type III secretion system stalk protein SsaO [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
60,barcode01,barcode01_contig_1,3430930,3432231,-,ssaN,1-1302/1302,===============,0/0,100.0,99.0,vfdb,NP_460380,(ssaN) type III secretion system ATPase SsaN [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
61,barcode01,barcode01_contig_1,3432221,3434268,-,ssaV,1-2046/2046,========/======,2/2,100.0,99.56,vfdb,NP_460379,(ssaV) type III secretion system major export apparatus protein ssaV [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
62,barcode01,barcode01_contig_1,3434253,3434622,-,ssaM,1-369/369,========/======,1/1,100.0,99.46,vfdb,NP_460378,(ssaM) type III secretion system protein SsaM [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
63,barcode01,barcode01_contig_1,3434680,3435697,-,ssaL,1-1017/1017,========/======,1/1,100.0,99.21,vfdb,NP_460377,(ssaL) type III secretion system gatekeeper SsaL [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
64,barcode01,barcode01_contig_1,3435663,3436338,-,ssaK,1-675/675,========/======,1/1,100.0,98.96,vfdb,NP_460376,(ssaK) type III secretion system stator SsaK [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
65,barcode01,barcode01_contig_1,3436901,3437650,-,ssaJ,1-750/750,===============,0/0,100.0,99.07,vfdb,NP_460374,(ssaJ) type III secretion system inner MS ring protein SsaJ [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
66,barcode01,barcode01_contig_1,3437647,3437895,-,ssaI,1-249/249,===============,0/0,100.0,100.0,vfdb,NP_460373,(ssaI) type III secretion system inner rod protein SsaI [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
67,barcode01,barcode01_contig_1,3437907,3438134,-,ssaH,1-228/228,===============,0/0,100.0,99.56,vfdb,NP_460372,(ssaH) type III secretion system protein SsaH [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
68,barcode01,barcode01_contig_1,3438175,3438390,-,ssaG,1-216/216,===============,0/0,100.0,100.0,vfdb,NP_460371,(ssaG) type III secretion system needle filament protein SsaG [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
69,barcode01,barcode01_contig_1,3438484,3439173,-,sseG,1-690/690,===============,0/0,100.0,98.26,vfdb,NP_460370,(sseG) type III secretion system effector SseG [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
70,barcode01,barcode01_contig_1,3439170,3439952,-,sseF,1-783/783,===============,0/0,100.0,98.21,vfdb,NP_460369,(sseF) type III secretion system effector SseF [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
71,barcode01,barcode01_contig_1,3439968,3440402,-,sscB,1-435/435,===============,0/0,100.0,100.0,vfdb,NP_460368,(sscB) chaperone for sseF [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
72,barcode01,barcode01_contig_1,3440454,3440870,-,sseE,1-417/417,===============,0/0,100.0,99.76,vfdb,NP_460367,(sseE) type III secretion system effector SseE [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
73,barcode01,barcode01_contig_1,3440873,3441460,-,sseD,1-588/588,===============,0/0,100.0,100.0,vfdb,NP_460366,(sseD) type III secretion system hydrophilic translocator pore protein SseD [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
74,barcode01,barcode01_contig_1,3441476,3442931,-,sseC,1-1455/1455,========/======,1/1,100.0,98.63,vfdb,NP_460365,(sseC) type III secretion system hydrophilic translocator pore protein SseC [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
75,barcode01,barcode01_contig_1,3442934,3443406,-,sscA,1-474/474,========/======,1/1,99.79,98.52,vfdb,NP_460364,(sscA) chaperone for sseC [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
76,barcode01,barcode01_contig_1,3443403,3443993,-,sseB,1-591/591,===============,0/0,100.0,98.82,vfdb,NP_460363,(sseB) type III secretion system effector SseB [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
77,barcode01,barcode01_contig_1,3444000,3444326,-,sseA,1-327/327,===============,0/0,100.0,97.86,vfdb,NP_460362,(sseA) chaperone for sseB and sseD [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
78,barcode01,barcode01_contig_1,3444590,3444832,-,ssaE,1-243/243,===============,0/0,100.0,100.0,vfdb,NP_460361,(ssaE) chaperone for sseB [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
79,barcode01,barcode01_contig_1,3444840,3446051,-,ssaD,1-1212/1212,===============,0/0,100.0,99.34,vfdb,NP_460360,(ssaD) type III secretion system outer MS ring protein SsaD [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
80,barcode01,barcode01_contig_1,3446032,3447526,-,ssaC,1-1494/1494,========/======,1/1,100.0,99.0,vfdb,NP_460359,(ssaC) type III secretion system secretin SsaC [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
81,barcode01,barcode01_contig_1,3447528,3447931,-,spiC/ssaB,1-402/402,========/======,1/2,100.0,99.5,vfdb,NP_460358,(spiC/ssaB) type III secretion system protein SsaB [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
82,barcode01,barcode01_contig_1,3614889,3615899,+,sifA,1-1011/1011,===============,0/0,100.0,99.7,vfdb,NP_460194,(sifA) type III secretion system effector SifA N-terminal SKIP-binding domain C-terminal guanine nucleotide exchange factor activity [TTSS(SPI-2 encode) (VF0321)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
83,barcode01,barcode01_contig_1,3693283,3693609,-,csgC,1-327/327,===============,0/0,100.0,100.0,vfdb,NP_460116,(csgC) curli assembly protein CsgC [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
84,barcode01,barcode01_contig_1,3693671,3694126,-,csgA,1-456/456,===============,0/0,100.0,99.78,vfdb,NP_460115,(csgA) curlin major subunit CsgA [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
85,barcode01,barcode01_contig_1,3694168,3694623,-,csgB,1-456/456,===============,0/0,100.0,99.78,vfdb,NP_460114,(csgB) minor curlin subunit precursor curli nucleator protein CsgB [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
86,barcode01,barcode01_contig_1,3695378,3696029,+,csgD,1-651/651,========/======,1/1,100.0,99.23,vfdb,NP_460113,(csgD) DNA-binding transcriptional regulator CsgD [curli fibers/thin aggregative fimbriae (AGF) (AI094)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
87,barcode01,barcode01_contig_1,3696034,3696429,+,csgE,1-396/396,===============,0/0,100.0,100.0,vfdb,NP_460112,(csgE) curli production assembly/transport protein CsgE [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
88,barcode01,barcode01_contig_1,3696456,3696872,+,csgF,1-417/417,===============,0/0,100.0,100.0,vfdb,NP_460111,(csgF) curli production assembly/transport protein CsgF [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
89,barcode01,barcode01_contig_1,3696899,3697732,+,csgG,1-834/834,===============,0/0,100.0,99.64,vfdb,NP_460110,(csgG) curli production assembly/transport protein CsgG [Agf (VF0103)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
90,barcode01,barcode01_contig_1,3745855,3747540,+,sopB/sigD,1-1686/1686,===============,0/0,100.0,99.82,vfdb,NP_460064,(sopB/sigD) type III secretion system effector SopB phosphoinositide phosphatase [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
91,barcode01,barcode01_contig_1,3748446,3749321,+,pipB,1-876/876,===============,0/0,100.0,99.43,vfdb,NP_460061,(pipB) type III secretion system effector PipB [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
92,barcode01,barcode01_contig_1,3763756,3764808,+,ompA,1-1041/1041,========/======,1/12,100.0,89.55,vfdb,AAF37887,(ompA) outer membrane protein A [OmpA (VF0236)] [Escherichia coli O18:K1:H7 str. RS218],
93,barcode01,barcode01_contig_1,3793784,3794318,+,sodCI,1-534/534,========/======,1/1,100.0,99.63,vfdb,NP_460019,(sodCI) Gifsy-2 prophage: superoxide dismutase precursor (Cu-Zn) [SodCI (VF0109)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
94,barcode01,barcode01_contig_1,3801108,3801461,+,grvA,1-354/354,===============,0/0,100.0,100.0,vfdb,AAG03023,(grvA) gifsy-2 related virulence gene [GrvA (VF0110)] [Salmonella enterica (serovar typhimurium)],
95,barcode01,barcode01_contig_1,3870651,3871612,-,sopD2,1-960/960,========/======,1/2,100.0,99.48,vfdb,NP_459947,(sopD2) type III secretion system effector SopD2 [SPI-2 encoded T3SS (SS021)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
96,barcode01,barcode01_contig_1,4010410,4012708,-,slrP,1-2298/2298,========/======,1/1,100.0,99.74,vfdb,NP_459778,(slrP) type III secretion system effector SlrP E3 ubiquitin ligase [TTSS(SPI-1 encode) (VF0116)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],
97,barcode01,barcode01_contig_1,4251107,4251834,-,entA,16-743/747,===============,0/0,97.46,80.5,vfdb,NP_752614,(entA) 23-dihydro-23-dihydroxybenzoate dehydrogenase [Enterobactin (VF0228)] [Escherichia coli CFT073],
98,barcode01,barcode01_contig_1,4251865,4252715,-,entB,1-851/858,===============,0/0,99.18,80.26,vfdb,NP_752613,(entB) isochorismatase [Enterobactin (VF0228)] [Escherichia coli CFT073],
99,barcode01,barcode01_contig_1,4259295,4260202,+,fepG,86-993/993,.==============,0/0,91.44,80.51,vfdb,NP_752607,(fepG) iron-enterobactin ABC transporter permease [Enterobactin (VF0228)] [Escherichia coli CFT073],
100,barcode01,barcode01_contig_1,4260199,4260986,+,fepC,1-788/816,========/======,2/2,96.45,80.48,vfdb,NP_752606,(fepC) ferrienterobactin ABC transporter ATPase [Enterobactin (VF0228)] [Escherichia coli CFT073],
